carrier,awb,order_id,delivery_date,cod_amount,remittance_due_date,status,priority,email_subject,email_body,cod_amount_source
Carrier B,AWB9021906707,110914958357,2026-01-06,647,2026-01-08,Overdue,P1 - Urgent,[Remittance Due] AWB AWB9021906707 — COD ₹647 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-01-06. Per the 2-day remittance SLA, payment of ₹647 is due by 2026-01-08 00:00:00.

AWB: AWB9021906707
Order ID: 110914958357
Delivery Date: 2026-01-06
Destination: Patiala
COD Amount: ₹647

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB9075245316,111114975378,2026-01-06,604,2026-01-08,Overdue,P1 - Urgent,[Remittance Due] AWB AWB9075245316 — COD ₹604 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-01-06. Per the 2-day remittance SLA, payment of ₹604 is due by 2026-01-08 00:00:00.

AWB: AWB9075245316
Order ID: 111114975378
Delivery Date: 2026-01-06
Destination: Gurgaon
COD Amount: ₹604

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB5115750761,110714929267,2026-01-06,899,2026-01-08,Overdue,P1 - Urgent,[Remittance Due] AWB AWB5115750761 — COD ₹899 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-01-06. Per the 2-day remittance SLA, payment of ₹899 is due by 2026-01-08 00:00:00.

AWB: AWB5115750761
Order ID: 110714929267
Delivery Date: 2026-01-06
Destination: Gurgaon
COD Amount: ₹899

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB1507441713,111014969620,2026-01-06,1071,2026-01-08,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB1507441713 — COD ₹1,071 — Carrier D","Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-01-06. Per the 2-day remittance SLA, payment of ₹1,071 is due by 2026-01-08 00:00:00.

AWB: AWB1507441713
Order ID: 111014969620
Delivery Date: 2026-01-06
Destination: North East Delhi
COD Amount: ₹1,071

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB4409264880,111214986995,2026-01-06,1145,2026-01-08,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB4409264880 — COD ₹1,145 — Carrier C","Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-01-06. Per the 2-day remittance SLA, payment of ₹1,145 is due by 2026-01-08 00:00:00.

AWB: AWB4409264880
Order ID: 111214986995
Delivery Date: 2026-01-06
Destination: Bangalore
COD Amount: ₹1,145

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB7920095418,110614913752,2026-01-06,1919,2026-01-08,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB7920095418 — COD ₹1,919 — Carrier B","Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-01-06. Per the 2-day remittance SLA, payment of ₹1,919 is due by 2026-01-08 00:00:00.

AWB: AWB7920095418
Order ID: 110614913752
Delivery Date: 2026-01-06
Destination: Bangalore
COD Amount: ₹1,919

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB1619864822,110414892174,2026-01-06,2999,2026-01-08,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB1619864822 — COD ₹2,999 — Carrier B","Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-01-06. Per the 2-day remittance SLA, payment of ₹2,999 is due by 2026-01-08 00:00:00.

AWB: AWB1619864822
Order ID: 110414892174
Delivery Date: 2026-01-06
Destination: Chennai
COD Amount: ₹2,999

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB8473498865,110814945670,2026-01-06,549,2026-01-08,Overdue,P1 - Urgent,[Remittance Due] AWB AWB8473498865 — COD ₹549 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-01-06. Per the 2-day remittance SLA, payment of ₹549 is due by 2026-01-08 00:00:00.

AWB: AWB8473498865
Order ID: 110814945670
Delivery Date: 2026-01-06
Destination: Ludhiana
COD Amount: ₹549

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB9674772707,110814938509,2026-01-06,629,2026-01-08,Overdue,P1 - Urgent,[Remittance Due] AWB AWB9674772707 — COD ₹629 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-01-06. Per the 2-day remittance SLA, payment of ₹629 is due by 2026-01-08 00:00:00.

AWB: AWB9674772707
Order ID: 110814938509
Delivery Date: 2026-01-06
Destination: Hyderabad
COD Amount: ₹629

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB0709487433,110414898481,2026-01-06,1497,2026-01-08,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB0709487433 — COD ₹1,497 — Carrier C","Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-01-06. Per the 2-day remittance SLA, payment of ₹1,497 is due by 2026-01-08 00:00:00.

AWB: AWB0709487433
Order ID: 110414898481
Delivery Date: 2026-01-06
Destination: Rohtak
COD Amount: ₹1,497

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB5642656490,110914951130,2026-01-06,723,2026-01-08,Overdue,P1 - Urgent,[Remittance Due] AWB AWB5642656490 — COD ₹723 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-01-06. Per the 2-day remittance SLA, payment of ₹723 is due by 2026-01-08 00:00:00.

AWB: AWB5642656490
Order ID: 110914951130
Delivery Date: 2026-01-06
Destination: SURAT
COD Amount: ₹723

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB3031100818,102714807454,2026-01-06,675,2026-01-08,Overdue,P1 - Urgent,[Remittance Due] AWB AWB3031100818 — COD ₹675 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-01-06. Per the 2-day remittance SLA, payment of ₹675 is due by 2026-01-08 00:00:00.

AWB: AWB3031100818
Order ID: 102714807454
Delivery Date: 2026-01-06
Destination: East Khasi Hills
COD Amount: ₹675

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB7403384881,110814947053,2026-01-06,665,2026-01-08,Overdue,P1 - Urgent,[Remittance Due] AWB AWB7403384881 — COD ₹665 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-01-06. Per the 2-day remittance SLA, payment of ₹665 is due by 2026-01-08 00:00:00.

AWB: AWB7403384881
Order ID: 110814947053
Delivery Date: 2026-01-06
Destination: West Godavari
COD Amount: ₹665

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB4413895202,111014963942,2026-01-06,796,2026-01-08,Overdue,P1 - Urgent,[Remittance Due] AWB AWB4413895202 — COD ₹796 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-01-06. Per the 2-day remittance SLA, payment of ₹796 is due by 2026-01-08 00:00:00.

AWB: AWB4413895202
Order ID: 111014963942
Delivery Date: 2026-01-06
Destination: Gurgaon
COD Amount: ₹796

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB7565221872,111114983923,2026-01-06,799,2026-01-08,Overdue,P1 - Urgent,[Remittance Due] AWB AWB7565221872 — COD ₹799 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-01-06. Per the 2-day remittance SLA, payment of ₹799 is due by 2026-01-08 00:00:00.

AWB: AWB7565221872
Order ID: 111114983923
Delivery Date: 2026-01-06
Destination: South West Delhi
COD Amount: ₹799

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB4262348040,101514655176,2026-01-06,1079,2026-01-08,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB4262348040 — COD ₹1,079 — Carrier D","Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-01-06. Per the 2-day remittance SLA, payment of ₹1,079 is due by 2026-01-08 00:00:00.

AWB: AWB4262348040
Order ID: 101514655176
Delivery Date: 2026-01-06
Destination: Tirap
COD Amount: ₹1,079

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB0886530634,110514908730,2026-01-06,428,2026-01-08,Overdue,P1 - Urgent,[Remittance Due] AWB AWB0886530634 — COD ₹428 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-01-06. Per the 2-day remittance SLA, payment of ₹428 is due by 2026-01-08 00:00:00.

AWB: AWB0886530634
Order ID: 110514908730
Delivery Date: 2026-01-06
Destination: Nagaon
COD Amount: ₹428

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB0389979578,110914957797,2026-01-06,599,2026-01-08,Overdue,P1 - Urgent,[Remittance Due] AWB AWB0389979578 — COD ₹599 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-01-06. Per the 2-day remittance SLA, payment of ₹599 is due by 2026-01-08 00:00:00.

AWB: AWB0389979578
Order ID: 110914957797
Delivery Date: 2026-01-06
Destination: Visakhapatnam
COD Amount: ₹599

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB3888285784,110414892085,2026-01-07,819,2026-01-09,Overdue,P1 - Urgent,[Remittance Due] AWB AWB3888285784 — COD ₹819 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-01-07. Per the 2-day remittance SLA, payment of ₹819 is due by 2026-01-09 00:00:00.

AWB: AWB3888285784
Order ID: 110414892085
Delivery Date: 2026-01-07
Destination: Karnal
COD Amount: ₹819

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB1909837551,103014836345,2026-01-07,256,2026-01-09,Overdue,P1 - Urgent,[Remittance Due] AWB AWB1909837551 — COD ₹256 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-01-07. Per the 2-day remittance SLA, payment of ₹256 is due by 2026-01-09 00:00:00.

AWB: AWB1909837551
Order ID: 103014836345
Delivery Date: 2026-01-07
Destination: Shimoga
COD Amount: ₹256

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB9709776408,111014970616,2026-01-07,1384,2026-01-09,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB9709776408 — COD ₹1,384 — Carrier C","Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-01-07. Per the 2-day remittance SLA, payment of ₹1,384 is due by 2026-01-09 00:00:00.

AWB: AWB9709776408
Order ID: 111014970616
Delivery Date: 2026-01-07
Destination: Mumbai
COD Amount: ₹1,384

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB1478111349,110914956085,2026-01-07,779,2026-01-09,Overdue,P1 - Urgent,[Remittance Due] AWB AWB1478111349 — COD ₹779 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-01-07. Per the 2-day remittance SLA, payment of ₹779 is due by 2026-01-09 00:00:00.

AWB: AWB1478111349
Order ID: 110914956085
Delivery Date: 2026-01-07
Destination: East Khasi Hills
COD Amount: ₹779

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB4779780053,110114858449,2026-01-07,349,2026-01-09,Overdue,P1 - Urgent,[Remittance Due] AWB AWB4779780053 — COD ₹349 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-01-07. Per the 2-day remittance SLA, payment of ₹349 is due by 2026-01-09 00:00:00.

AWB: AWB4779780053
Order ID: 110114858449
Delivery Date: 2026-01-07
Destination: Erode
COD Amount: ₹349

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB8403710656,110814948510,2026-01-07,1029,2026-01-09,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB8403710656 — COD ₹1,029 — Carrier C","Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-01-07. Per the 2-day remittance SLA, payment of ₹1,029 is due by 2026-01-09 00:00:00.

AWB: AWB8403710656
Order ID: 110814948510
Delivery Date: 2026-01-07
Destination: North Delhi
COD Amount: ₹1,029

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB0828042792,111114977539,2026-01-07,921,2026-01-09,Overdue,P1 - Urgent,[Remittance Due] AWB AWB0828042792 — COD ₹921 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-01-07. Per the 2-day remittance SLA, payment of ₹921 is due by 2026-01-09 00:00:00.

AWB: AWB0828042792
Order ID: 111114977539
Delivery Date: 2026-01-07
Destination: Bangalore
COD Amount: ₹921

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB1590215885,110914959039,2026-01-07,868,2026-01-09,Overdue,P1 - Urgent,[Remittance Due] AWB AWB1590215885 — COD ₹868 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-01-07. Per the 2-day remittance SLA, payment of ₹868 is due by 2026-01-09 00:00:00.

AWB: AWB1590215885
Order ID: 110914959039
Delivery Date: 2026-01-07
Destination: ERNAKULAMKochi
COD Amount: ₹868

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB7590601943,110914957466,2026-01-07,788,2026-01-09,Overdue,P1 - Urgent,[Remittance Due] AWB AWB7590601943 — COD ₹788 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-01-07. Per the 2-day remittance SLA, payment of ₹788 is due by 2026-01-09 00:00:00.

AWB: AWB7590601943
Order ID: 110914957466
Delivery Date: 2026-01-07
Destination: Hyderabad
COD Amount: ₹788

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB3330228125,111114984707,2026-01-07,1711,2026-01-09,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB3330228125 — COD ₹1,711 — Carrier B","Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-01-07. Per the 2-day remittance SLA, payment of ₹1,711 is due by 2026-01-09 00:00:00.

AWB: AWB3330228125
Order ID: 111114984707
Delivery Date: 2026-01-07
Destination: Mumbai
COD Amount: ₹1,711

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB7383254377,110714932884,2026-01-07,349,2026-01-09,Overdue,P1 - Urgent,[Remittance Due] AWB AWB7383254377 — COD ₹349 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-01-07. Per the 2-day remittance SLA, payment of ₹349 is due by 2026-01-09 00:00:00.

AWB: AWB7383254377
Order ID: 110714932884
Delivery Date: 2026-01-07
Destination: Gautam Buddha Nagar
COD Amount: ₹349

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
